OCQLF,01 COMMUNIQUE LABORATORY INC,BBG000GGBTC7
DEUBF,DEUTSCHE BETEILIGUNGS AG,BBG000BWQLH3
DBOEF,DEUTSCHE BOERSE AG,BBG000GNH0N7
DUSCF,DEUTSCHE EUROSHOP AG,BBG000DRC225
DLAKF,DEUTSCHE LUFTHANSA-REG,BBG000BQQFV3
DPSTF,DEUTSCHE POST AG-REG,BBG000N0WCR2
DEUPF,DEUTSCHE POSTBANK AG,BBG000PS79S3
DTEGF,DEUTSCHE TELEKOM AG-REG,BBG000LJQ2M7
DWHHF,DEUTSCHE WOHNEN AG-BR,BBG000GW9216
DEUZF,DEUTZ AG,BBG000BQ9PL1
DLPM,DEVELOPMENT CAPITAL GROUP IN,BBG001PJDTK8
DVNGF,DEVIN ENERGY CORP,BBG000JV7H14
DVN,DEVON ENERGY CORP,BBG000BBVJZ8
DVNO,DEVONSHIRE CONSOLIDATED INC,BBG000BCF2S9
DEITF,DEVRO PLC,BBG000BRJHK7
DV,DEVRY EDUCATION GROUP INC,BBG000DQBZJ7
DEWY,DEWEY ELECTRONICS CORP,BBG000BDVC89
DEWM,DEWMAR INTERNATIONAL BMC INC,BBG000VDXQJ2
DXM,DEX MEDIA INC,BBG000BCKL83
DXCM,DEXCOM INC,BBG000QTF8K1
DXBGF,DEXIA SA,BBG000HWGMZ6
DEYU,DEYU AGRICULTURE CORP,BBG000Q27XN1
DZNA,DEZINA MARKETING INC,BBG000GQGNP9
CDQFF,DGS MINERALS INC,BBG000L99328
DGSE,DGSE COMPANIES INC,BBG000G9WBK0
DGTC,DGT HOLDINGS CORP,BBG000DX1DD8
DHIFF,DH CORP,BBG000H132B8
DHSM,DHS HOLDING CO,BBG000HCPBD8
DHT,DHT HOLDINGS INC,BBG000G3RXX7
DHXMF,DHX MEDIA LTD,BBG000PQCS09
DDXS,DIADEXUS INC,BBG000BBVPM8
DGEAF,DIAGEO PLC,BBG000BZS1F0
DGCRF,DIAGNOCURE INC,BBG000DHR3S1
DGNOF,DIAGNOS INC,BBG000F31T92
DIAOF,DIAGNOSTICOS DA AMERICA SA,BBG000QQJH78
DIALF,DIALIGHT PLC,BBG000D8GZL9
DLGNF,DIALOG SEMICONDUCTOR PLC,BBG000C3VPP2
DLGC,DIALOGIC INC,BBG000RCFBN7
DIAAF,DIAMANT ART CORP,BBG000DG9FF0
DIMN,DIAMANTE MINERALS INC,BBG003MBHD52
DMIFF,DIAMCOR MINING INC,BBG000P0C2F7
DMCAF,DIAMEDICA INC,BBG000LP4YD7
DMNB,DIAMOND BANCSHARES INC,BBG000BWD6B6
DMDD,DIAMOND DISCOVERIES INTL COR,BBG000BML987
DFIFF,DIAMOND FIELDS INTL LTD,BBG000BCPN02
DMND,DIAMOND FOODS INC,BBG000BPKTF9
DHIL,DIAMOND HILL INVESTMENT GRP,BBG000K7DJG8
DLMI,DIAMOND LAKE MINERALS INC,BBG000D8ZQ83
0860285D,DIAMOND LANE INC,BBG00567ZSZ8
DO,DIAMOND OFFSHORE DRILLING,BBG000FJRZ68
DRII,DIAMOND RESORTS INTERNATIONA,BBG004T8Y2Z2
DSG,DIAMOND S SHIPPING GROUP INC,BBG005YZDJ98
0894282D,DIAMOND TECHNOLOGY ENTERPRIS,BBG005K51084
FANG,DIAMONDBACK ENERGY INC,BBG002PHSYX9
DCIX,DIANA CONTAINERSHIPS INC,BBG001CJFTG5
DSX,DIANA SHIPPING INC,BBG000BV1NV2
RSDNF,DIANOR RESOURCES INC,BBG000LL2667
DSRLF,DIASORIN SPA,BBG000RQW845
DYXC,DIASYS CORP,BBG000N2YKL4
EXHTF,DIAXONHIT,BBG000PYW314
DIBZ,DIBZ INTERNATIONAL INC,BBG000BNDNW6
DHX,DICE HOLDINGS INC,BBG000Q9Y1B9
DRNA,DICERNA PHARMACEUTICALS INC,BBG001J1DB23
DKS,DICK'S SPORTING GOODS INC,BBG000F6ZWH2
DCOHF,DICKSON CONCEPTS INTL LTD,BBG000BX9T92
0376430D,DICO INC,BBG002YX0RN0
DBD,DIEBOLD INC,BBG000BGYDX9
TNTHF,DIFFERENCE CAPITAL FINANCIAL,BBG000BT1154
DIGX,DIG-IT UNDERGROUND INC,BBG000PZ5K59
DOGO,DIGAGOGO VENTURES CORP,BBG0016413D0
DTGIQ,DIGERATI TECHNOLOGIES INC,BBG000BN0P91
DGII,DIGI INTERNATIONAL INC,BBG000BZ50L0
DIGBF,DIGI.COM BHD,BBG000C813W5
DGLV,DIGILAVA INC,BBG000NY7P33
DMRC,DIGIMARC CORP,BBG000G9F1Z5
DGMS,DIGIMEDICAL SOLUTIONS INC,BBG000CLMBB8
DIGP,DIGIPATH INC,BBG002CLPBK1
DRAD,DIGIRAD CORP,BBG000BVZVL8
DGLY,DIGITAL ALLY INC,BBG000Q4CWM4
DBMM,DIGITAL BRAND MEDIA & MARKET,BBG000FBKPM6
CADY,DIGITAL CADDIES INC,BBG000CRQTY7
DCHIF,DIGITAL CHINA HOLDINGS LTD,BBG000J7KBY9
DCDC,DIGITAL CREATIVE DEVELOPMENT,BBG000BSXG12
DIDG,DIGITAL DEVELOPMENT GROUP CO,BBG001QRNS11
DGDM,DIGITAL DEVELOPMENT PARTNERS,BBG000TRCJG6
DDMGQ,DIGITAL DOMAIN MEDIA GROUP I,BBG001PJFPB4
DFMCF,DIGITAL FUSION MULTIMEDIA CP,BBG000KJFZW6
DLGEF,DIGITAL GARAGE INC,BBG000DBGRM9
DGOOF,DIGITAL GLOBE SERVICES LTD,BBG004H5W1C0
DGIF,DIGITAL INFO SECURITY CO,BBG000N2KZP2
DPW,DIGITAL POWER CORP,BBG000HZ5070
DRIV,DIGITAL RIVER INC,BBG000BBYQJ7
DTSRF,DIGITAL SHELF SPACE CORP,BBG0020816H4
DGIPF,DIGITAL TELECOM PHILIPPINES,BBG000NW6YM8
DUTV,DIGITAL UTILITIES VENTURES,BBG000CC7KQ9
DGI,DIGITALGLOBE INC,BBG000FBG858
DHKCF,DIGITALHONGKONG.COM,BBG000CYV0D2
DGLPQ,DIGITALPOST INTERACTIVE INC,BBG000LHQZ75
DGTW,DIGITALTOWN INC,BBG000F54257
DGIV,DIGITCOM INTERACTIVE VIDEO,BBG000BQH8W8
DIGI,DIGITILITI INC,BBG000CKS3Z6
0409357D,DIGNYTE INC,BBG002ZHM148
DGNG,DIGUANG INTERNATIONAL DEVELO,BBG000DQ7C85
DLBDF,DILIGENT BOARD MEMBER SVCS,BBG001R0KWT3
DDS,DILLARDS INC-CL A,BBG000BS4MP5
DCOM,DIME COMMUNITY BANCSHARES,BBG000JX26M6
DIMC,DIMECO INC,BBG000DHSM26
DIMI,DIMI TELEMATICS INTERNATIONA,BBG000FV0NR4
DINAF,DINAMIA CAPITAL PRIVADO,BBG0045X5Q00
DMRN,DINAMO CORP,BBG004RJY7Q9
DNSBF,DINE S.A.B. DE C.V.,BBG000GN2SZ9
DIN,DINEEQUITY INC,BBG000GZ9406
DWIS,DINEWISE INC,BBG000BVB7Z2
DINO,DINO ENERGY CORP,BBG0029FBND5
DIOD,DIODES INC,BBG000G25P51
DION,DIONICS INC,BBG000BD6QG7
DIOSF,DIOS EXPLORATION INC,BBG000DSHB46
DPRTF,DIP CORP,BBG000BCQXS9
DPRX,DIPEXIUM PHARMACEUTICALS INC,BBG004RKBK46
DPMAF,DIPLOMA PLC,BBG002S5ZW86
DPLO,DIPLOMAT PHARMACY INC,BBG00449JPX5
DTCO,DIRECT COATING INC,BBG000BTQM33
DEQI,DIRECT EQUITY INTERNATIONAL,BBG000CXR5C9
DIRI,DIRECT INSITE CORP,BBG000F4YSR6
DIISF,DIRECT LINE INSURANCE GROUP,BBG003QRMRW6
MKTSQ,DIRECT MARKETS HOLDINGS CORP,BBG000C1ZFL8
DRMO,DIRECT RESPONSE MEDIA INC,BBG000RF5HF7
DIRV,DIRECT VIEW HOLDINGS INC,BBG000SJZ8W6
DCTFF,DIRECTCASH PAYMENTS INC,BBG000SQH3K4
DTV,DIRECTV,BBG000FL1TC8
DRTTF,DIRTT ENVIRONMENTAL SOLUTION,BBG005XRM1Y8
DSBO,DISABOOM INC,BBG000R5T1B2
DISPF,DISCO CORP,BBG000NW8H07
DCOU,DISCOUNT COUPONS CORP,BBG003BJQWZ2
DFS,DISCOVER FINANCIAL SERVICES,BBG000QBR5J5
DCVRF,DISCOVERY AIR INC-CL A,BBG000PRQRC1
DISCA,DISCOVERY COMMUNICATIONS-A,BBG000CHWP52
DISCB,DISCOVERY COMMUNICATIONS-B,BBG000F7L5N7
DISCK,DISCOVERY COMMUNICATIONS-C,BBG000VMWHH5
DENR,DISCOVERY ENERGY CORP,BBG000M1V5F0
DCGD,DISCOVERY GOLD CORP,BBG001CMFL48
DSCO,DISCOVERY LABORATORIES INC,BBG000JMNPX3
DCYHF,DISCOVERY LTD,BBG000DQ1QX2
DVYLF,DISCOVERY METALS LTD,BBG001963B24
DSCR,DISCOVERY MINERALS LTD,BBG000N5W346
DOFFF,DISCOVERY OFFSHORE SA,BBG003RYYW83
DSCY,DISCOVERY OIL LTD,BBG000BVPK88
DTVMF,DISCOVERY VENTURES INC,BBG006NC5N80
DSCVF,DISCOVERY-CORP ENTERPRISES,BBG000H9C2W8
DISH,DISH NETWORK CORP-A,BBG000C2YHG9
DTEK,DISPLAY TECHNOLOGIES INC,BBG000BN78L8
DTLJF,DISTELL GROUP LTD,BBG000BJNY14
BBVKF,DISTIL PLC,BBG000Q2Z3J1
DIDAF,DISTRIBUIDORA INTERNACIONAL,BBG00215FG55
DTEMF,DITEM EXPLORATIONS INC,BBG000PW9TM4
DTTY,DITTYBASE TECHNOLOGIES INC,BBG000PFFH13
ILISF,DIVERGENT ENERGY SERVICES CO,BBG000DGFFR0
DVSAF,DIVERSA LTD,BBG000FFS1D2
DVME,DIVERSE MEDIA GROUP INC,BBG000BWRP29
DVCR,DIVERSICARE HEALTHCARE SERVI,BBG000L9MD85
HIRD,DIVERSIFIED CORPORATE RES,BBG000FHMWB8
DIEN,DIVERSIFIED ENERGY HOLDINGS,BBG000C1CD47
DVFI,DIVERSIFIED OIL AND GAS HOLD,BBG000Q662F0
DDRI,DIVERSIFIED RESOURCES INC,BBG0027R5814
BAGR,DIVERSIFIED RESTAURANT HOLDI,BBG000BD40V9
DVTS,DIVERSIFIED THERMAL SOLUTION,BBG000GQK6G1
DSVTF,DIVESTCO INC - CL A,BBG0018HNL54
0088031Z,DIVIDEND FUND INC/THE,BBG0021Y9YN0
DIXI,DIXIE FOODS INTERNATIONAL IN,BBG001K7WBV5
DXYN,DIXIE GROUP INC,BBG000BHHTJ7
DLII,DIXIE LEE INTERNATIONAL INDU,BBG000F18NQ3
1051649D,DIXONS CARPHONE PLC,BBG006Z559H3
DIZNF,DIZUN INTERNATIONAL ENTERPRI,BBG005P1WBN3
DJSP,DJSP ENTERPRISES INC,BBG000HXSZJ0
DKSHF,DKSH HOLDING LTD,BBG005P8VM00
DMLYF,DKSH HOLDINGS MALAYSIA BHD,BBG000PS36P6
DLDG,DLD GROUP INC,BBG000D0NHG4
DLHC,DLH HOLDINGS CORP,BBG000G19HR3
DMPD,DM PRODUCTS INC,BBG000BZ6C60
DMCIF,DMCI HOLDINGS INC,BBG000NWBDS2
GDMOF,DMG MORI SEIKI AG-BR,BBG000BWRTD9
DMHI,DMH INTERNATIONAL INC,BBG001K9KBN3
DNAX,DNA BRANDS INC,BBG000GZ7Z27
DNAD,DNA DYNAMICS INC,BBG000CD44R5
DNAT,DNA MEDICAL TECHNOLOGIES INC,BBG000C1LD01
DNAP,DNA PRECIOUS METALS INC,BBG002CC3H68
DNAG,DNAPRINT GENOMICS,BBG000M965R8
DNBHF,DNB ASA,BBG000LP1W26
DNBF,DNB FINANCIAL CORP,BBG000C4DGG0
DNDT,DND TECHNOLOGIES INC,BBG000DMQBM9
DMNKF,DNI METALS INC,BBG000KXTDB2
DTNOF,DNO ASA,BBG000BXRYR1
DOCKF,DOCKWISE LTD,BBG000R7ZSW9
DCMT,DOCUMENT CAPTURE TECHNOLOGIE,BBG000BR0JN0
DSS,DOCUMENT SECURITY SYSTEMS,BBG000K68DK4
DODSF,DODS GROUP PLC,BBG003NVP0L8
DVOO,DOI HOLDINGS INC,BBG000BNYS43
DOLV,DOLAT VENTURES INC,BBG000DNDXJ7
DLB,DOLBY LABORATORIES INC-CL A,BBG000DGLTG5
DG,DOLLAR GENERAL CORP,BBG000NV1KK7
DLTR,DOLLAR TREE INC,BBG000BSC0K9
DLMAF,DOLLARAMA INC,BBG0018G1F71
DOLLF,DOLLY VARDEN SILVER LTD,BBG002QHJZR2
DOLHF,DOLPHIN CAPITAL INVESTORS,BBG000H7K5H3
DPDM,DOLPHIN DIGITAL MEDIA INC,BBG000H4XLP2
DOLPF,DOLPHIN GROUP ASA,BBG00283BLH3
DNME,DOMAIN EXTREMES INC,BBG00177BYQ9
DMDW,DOMAIN MEDIA CORP,BBG00742LMT2
DOMK,DOMARK INTERNATIONAL INC,BBG000NRT5L8
DMEC,DOMESTIC ENERGY CORP,BBG000BTQ7W4
DMNO,DOMIKNOW INC,BBG000BG69N0
DDC,DOMINION DIAMOND CORP,BBG000K3X2J9
D,DOMINION RESOURCES INC/VA,BBG000BGVW60
DMIPF,DOMINO PRINTING SCIENCES PLC,BBG000F103C0
DPZUF,DOMINO'S PIZZA ENTERPRISES L,BBG000MZVRS3
DPUKF,DOMINO'S PIZZA GROUP PLC,BBG000DVS3M5
DPZ,DOMINO'S PIZZA INC,BBG000P458P3
DNRG,DOMINOVAS ENERGY CORP,BBG000G2Y447
UFS,DOMTAR CORP,BBG000BHFHP8
DQJCF,DON QUIJOTE HOLDINGS CO LTD,BBG000NWDMR1
DCI,DONALDSON CO INC,BBG000BGZP70
DGICB,DONEGAL GROUP INC-B,BBG000JQLYJ3
DGICA,DONEGAL GROUP INC-CL A,BBG000JQJC22
DXIN,DONG XIN BIO-TECH PHARMACEUT,BBG000BLV3J9
DGUEF,DONGBU CORPORATION,BBG000BXLF43
DNGFF,DONGFANG ELECTRIC CORP LTD-H,BBG000PQM2H7
DNFGF,DONGFENG MOTOR GRP CO LTD-H,BBG000RJTWM2
SZDEF,DONGJIANG ENVIRONMENTAL-H,BBG000P7S1F7
DNGH,DONGSHENG PHARMACEUTICAL INT,BBG000MJ9K45
DNGYF,DONGYUE GROUP,BBG0063JFY82
DNNC,DONINI INC,BBG000MGHXH0
DONFF,DONNER METALS LTD,BBG000JV1FY8
CSTPF,DONNYBROOK ENERGY INC,BBG000F2WPY0
DONYF,DONNYCREEK ENERGY INC,BBG003CVZGM3
DRL,DORAL FINANCIAL CORP,BBG000FJH9S3
DRLAF,DOREL INDUSTRIES-CL A,BBG000KD5K62
DIIBF,DOREL INDUSTRIES-CL B,BBG000FS6YZ2
LPG,DORIAN LPG LTD,BBG006476H39
DORM,DORMAN PRODUCTS INC,BBG000BM22F5
HILL,DOT HILL SYSTEMS CORP,BBG000C3P6Y1
DRSLF,DOT RESOURCES LTD,BBG000T1FLW7
DTVI,DOT VN INC,BBG000DGV362
DTWB,DOT1WEB INC,BBG000M7T5N1
DOTDF,DOTDIGITAL GROUP PLC,BBG003MSBD51
DCHLF,DOUBLE COIN HOLDINGS LTD-B,BBG000C041G1
DDCC,DOUBLE CROWN RESOURCES INC,BBG000BF61Y7
DBLVF,DOUBLEVIEW CAPITAL CORP,BBG006HH7GK5
PLOW,DOUGLAS DYNAMICS INC,BBG000Q90C31
DVAR,DOVARRI INC,BBG000GFQBQ7
DOV,DOVER CORP,BBG000BHB3M6
DDE,DOVER DOWNS GAMING & ENTERTA,BBG000BJK093
DVD,DOVER MOTORSPORTS INC,BBG000H3K6B6
DOVR,DOVER SADDLERY INC,BBG000BB15D5
DOW,DOW CHEMICAL CO/THE,BBG000BHBK84
DWMNF,DOWA HOLDINGS CO LTD,BBG000CVH2F8
DNERF,DOWNER EDI LTD,BBG000GL4D02
DXAEF,DOXA ENERGY LTD,BBG0016XGNZ2
DPWRF,DP WORLD LTD,BBG000RLLDX5
RMGX,DPOLLUTION INTERNATIONAL INC,BBG000F1JRK8
DHI,DR HORTON INC,BBG000DQTXY6
DPS,DR PEPPER SNAPPLE GROUP INC,BBG000TJM7F0
DTFSF,DRAFTTEAM FANTASY SPORTS INC,BBG000BCVS13
DGBMF,DRAGON BRIGHT MINTAI BOTANIC,BBG0022V3CL1
DRGV,DRAGON CAPITAL GROUP CORP,BBG000DBNS67
DGJI,DRAGON JADE INTL LTD,BBG001K94YZ8
DGONF,DRAGON MINING LTD,BBG000P0JFD3
DRAGF,DRAGON OIL PLC,BBG000D7P092
DRAG,DRAGON POLYMERS INC,BBG000FBYGS5
DUPOF,DRAGON-UKRAINIAN PROPERTIES,BBG000V2NG36
DGTLF,DRAGONITE INTERNATIONAL LTD,BBG000JCDP93
DRWI,DRAGONWAVE INC,BBG000RK7TW9
DKGR,DRAKE GOLD RESOURCES INC,BBG000C0QR43
DRXGF,DRAX GROUP PLC,BBG000R2PDG2
DRYN,DRAYTON RICHDALE CORP,BBG000L1D482
DRDGF,DRDGOLD LTD,BBG000D3WQZ7
DRMF,DREAM FACTORY INC/THE,BBG000BBH6C7
0132039D,DREAM HOMES LTD,BBG002GCL187
DMMK,DREAM MARKETING INC,BBG000BXD8D8
DRUNF,DREAM UNLIMITED-CL A SUB VOT,BBG004PZTSC0
DFLY,DREAMFLY PRODUCTIONS CORP,BBG000B9ZN35
DWA,DREAMWORKS ANIMATION SKG-A,BBG000Q5C256
DRC,DRESSER-RAND GROUP INC,BBG000PB7F79
DW,DREW INDUSTRIES INC,BBG000DNLMB0
0119261Z,DREWRYS BREWING CO,BBG0022LRJC2
1066097D,DREYFUS TMT OPPORTUNITIES FU,BBG00749J8R3
DRQ,DRIL-QUIP INC,BBG000BVDBY2
DRHKF,DRILLISCH AG,BBG000G2SNR7
DRLLF,DRILLSEARCH ENERGY LTD,BBG000CY1RD6
DKAM,DRINKS AMERICAS HOLDINGS LTD,BBG000F9KFQ9
DRNE,DRONE AVIATION HOLDING CORP,BBG000BF33J3
DRSX,DRS INC,BBG000NVH6D9
DSOL,DRUG FREE SOLUTION INC,BBG002GKQSG6
DRYS,DRYSHIPS INC,BBG000QRSL13
DWTP,DRYWAVE TECHNOLOGIES INC,BBG001PJFCJ5
DSKX,DS HEALTHCARE GROUP INC,BBG000QC5J89
DITHF,DS SMITH PLC,BBG000BZYPT5
RELLB,DS124RR902PR005 LTD -CL B,BBG000D9YHV6
DSFN,DSA FINANCIAL CORP,BBG000BDYGT4
DSPG,DSP GROUP INC,BBG000BGMCG3
DST,DST SYSTEMS INC,BBG000DDXVZ3
DSDVF,DSV A/S,BBG000C0PHG3
DSW,DSW INC-CLASS A,BBG000CF8227
DTIIQ,DT INDUSTRIES INC,BBG000C1MJD3
DTE,DTE ENERGY COMPANY,BBG000BB29X4
DTLR,DTLR HOLDING INC,BBG005JV7SP3
DTSI,DTS INC,BBG000FFNXX5
BKCT,DTS8 COFFEE CO LTD,BBG0024R1CR4
DD,DU PONT (E.I.) DE NEMOURS,BBG000BH13K9
DAFL,DU-ART FILM LABS INC,BBG000BSFBX8
DALXF,DUALEX ENERGY INTERNATIONAL,BBG000BC9KK4
DSTR,DUALSTAR TECHNOLOGIES CORP,BBG000BMPN82
DUBL,DUBLI INC,BBG000PTS0N2
DCO,DUCOMMUN INC,BBG000BH02M0
DUERF,DUERR AG,BBG000BT5DW4
0977231D,DUFF & PHELPS ENERGY MLP TOT,BBG006F92LK9
DFRYF,DUFRY AG-REG,BBG000R2K556
DUGG,DUGGANS DISTILLERS PRODUCTS,BBG000BR9SJ6
DKGDF,DUKANG DISTILLERS HOLDINGS L,BBG001J1BW38
DUK,DUKE ENERGY CORP,BBG000BHGDH5
DKMR,DUKE MOUNTAIN RESOURCES INC,BBG000GQDMS1
DULMF,DULUTH METALS LTD,BBG000QF8384
DULUF,DULUXGROUP LTD,BBG0016Q0L33
DNB,DUN & BRADSTREET CORP,BBG000BB2PW9
DCNPF,DUNCAN PARK HLDGS CORP,BBG000DQYGP7
DCGCF,DUNCASTLE GOLD CORP,BBG000VYVNW0
DDXFF,DUNDARAVE RESOURCES INC,BBG000BVHB41
DDEJF,DUNDEE CORP -CL A,BBG000JW0FQ6
EUGFF,DUNDEE ENERGY LTD,BBG000J41ZV7
DPMLF,DUNDEE PRECIOUS METALS INC,BBG000JV4WQ7
DUNR,DUNE ENERGY INC,BBG000NFCR34
DYRFF,DUNES EXPLORATION LTD,BBG000PQ2MC0
DUNIF,DUNI AB,BBG000PMWVB7
DNKN,DUNKIN' BRANDS GROUP INC,BBG001P3K000
OCPFF,DUNNEDIN VENTURES INC,BBG000HL4633
DYNP,DUOYUAN PRINTING INC,BBG000P6R981
DUVNF,DURAN VENTURES INC,BBG000JYJXH3
ATOXF,DURANGO RESOURCES INC,BBG002V3D6W1
DRTX,DURATA THERAPEUTICS INC,BBG000Q2RBJ2
DURXF,DURATEX SA,BBG0055BYQ03
DUVT,DURAVEST INC,BBG000GCW660
DRRX,DURECT CORPORATION,BBG000D2WP45
DUROF,DURO FELGUERA SA,BBG000Q48RM0
ELGSF,DUSOLO FERTILIZERS INC,BBG001793QM5
DGRI,DUTCH GOLD RESOURCES INC,BBG000PJMB29
DBABF,DUTCH LADY MILK INDS BHD,BBG00608MPP1
DVRRF,DV RESOURCES LTD,BBG000BRBGG2
DVLN,DVL INC,BBG000CY3BK1
9992228Z,DWARF TECHNOLOGY HOLDINGS IN,BBG00203KHX2
DXPE,DXP ENTERPRISES INC,BBG000HTY991
DXXSF,DXSTORM.COM INC,BBG000F1HBX1
DYAI,DYADIC INTERNATIONAL INC,BBG000L276R1
DYAX,DYAX CORP,BBG000BJ9CB7
DY,DYCOM INDUSTRIES INC,BBG000C4SKT1
DYDIF,DYDO DRINCO INC,BBG000K2KV74
DYSOF,DYESOL LTD,BBG000C263Y1
BDFH,DYM ENERGY CORP,BBG000C297G9
DGIX,DYNA GROUP INTERNATIONAL INC,BBG000C0CYK5
DYNCF,DYNAC CORP,BBG000CL5JR3
DYFSF,DYNACERT INC,BBG000FRH479
DNGDF,DYNACOR GOLD MINES INC,BBG000RRG9W8
DYII,DYNACQ HEALTHCARE INC,BBG000D1BRL7
DJPHF,DYNAM JAPAN HOLDINGS CO LTD,BBG004CF1SG4
DYAP,DYNAMIC APPLICATIONS CORP,BBG000BR1R42
DYBO,DYNAMIC BIOMETRIC SYSTEMS,BBG000PC0ZH9
DYGO,DYNAMIC GOLD CORP,BBG000QBZPJ2
DYLI,DYNAMIC LEISURE CORP,BBG000BHZQY6
BOOM,DYNAMIC MATERIALS CORP,BBG000BDLPF3
DYNM,DYNAMIC MEDIA INC,BBG000D0NHV7
DRGZ,DYNAMIC RESPONSE GROUP INC,BBG000JFR5R5
DYNV,DYNAMIC VENTURES CORP,BBG000BBZ8N1
DYPKF,DYNAPACK INTERNATIONAL TECH,BBG000R577C2
DYNR,DYNARESOURCE INC,BBG000HJMPS9
DYSL,DYNASIL CORP OF AMERICA,BBG000C0BHF9
DYNA,DYNASTAR HOLDINGS INC,BBG000TCQQW0
DGDCF,DYNASTY GOLD CORP,BBG000JYDP13
DMMIF,DYNASTY METALS & MINING INC,BBG000DKDSS4
DYTM,DYNATEM INC,BBG000BSG7W7
DYNT,DYNATRONICS CORP,BBG000BHJCZ4
DVAX,DYNAVAX TECHNOLOGIES CORP,BBG000BFX694
DVOXQ,DYNAVOX INC-CLASS A,BBG000Q4N0K4
DYN,DYNEGY INC,BBG003FSTZ60
DNXWF,DYNEX POWER INC,BBG000BS8XY7
DYNE,DYNTEK INC,BBG000BM02N8
EMGR,E & M GROUP INC,BBG000HRXXS2
ECCO,E C CONSULTING INTERNATIONAL,BBG0038KB9F2
EDIG,E DIGITAL CORP,BBG000C04Z21
PVWIF,E INK HOLDINGS INC,BBG000PLZ5W0
EMDF,E MED FUTURE INC,BBG000BLH145
EPEO,E'PRIME AEROSPACE CORP,BBG000BF6W42
ETFC,E*TRADE FINANCIAL CORP,BBG000N746D6
EBYH,E-BUY HOME INC,BBG000BKG2D6
0115625D,E-CHECK HOLDINGS INC,BBG002D000M5
EDTA,E-DATA CORPORATION,BBG000DSX8C6
WSHE,E-DEBIT GLOBAL CORP,BBG000D2STN1
EEVNF,E-ENERGY VENTURES INC,BBG000BT65Z7
EKONF,E-KONG GROUP LTD,BBG000BPM4T7
ELFIF,E-L FINANCIAL CORP LTD,BBG000K8V7C6
EMNC,E-MONEE.COM INC,BBG000GKN8D0
ESIT,E-SOL INTERNATIONAL CORP,BBG000DLH713
ESYG,E-SYNERGIES INC,BBG000BMKS31
EWST,E-WASTE CORP,BBG002S0R0T3
EWSI,E-WASTE SYSTEMS INC,BBG00177C046
0061261Z,E-WORLD USA HOLDING INC,BBG0021P85B6
ENAKF,E.ON SE,BBG000BR8Q65
ESVFF,E.S.I. ENVIRONMENTAL SENSORS,BBG000DVF9C7
ETVMF,E.T VIEW MEDICAL LTD,BBG005D7NTJ9
EOPN,E2OPEN INC,BBG0029HNQ23
ETVVF,E2V TECHNOLOGIES PLC,BBG004N1MGD9
EACO,EACO CORP,BBG000BSG5T5
EGBN,EAGLE BANCORP INC,BBG000C3HB24
EBMT,EAGLE BANCORP MONTANA INC,BBG000BSHXP7
EGLE,EAGLE BULK SHIPPING INC,BBG000FWGL44
EGXP,EAGLE EXPLORATION CO,BBG000BD7DR3
EFSI,EAGLE FINANCIAL SERVICES INC,BBG000FC4FJ8
ECCE,EAGLE FORD OIL & GAS CORP,BBG000CW7XN0
EHECF,EAGLE HILL EXPLORATION CORP,BBG000RW3BQ3
EXP,EAGLE MATERIALS INC,BBG000BJW241
EGOH,EAGLE OIL HOLDING COMPANY IN,BBG000JNH161
EGRX,EAGLE PHARMACEUTICALS INC,BBG005Y3XWH9
EGPLF,EAGLE PLAINS RESOURCES LTD,BBG000F0R0J2
ECC,EAGLE POINT CREDIT CO LLC,BBG006XN8K06
ERHI,EAGLE RESOURCE HOLDINGS INC,BBG000C2MHV5
EGLA,EAGLE TELEPHONICS INC,BBG000BHQHN8
EGVIQ,EAGLE VENTURES INTERNATIONAL,BBG000BQ8XD4
EGLP,EAGLE-PICHER INUSTRIES INC,BBG000C0J0S4
EGFDF,EAGLEFORD ENERGY CORP,BBG000BHDC62
EEQU,EARLY EQUINE INC,BBG000P7L6Q1
EACR,EARN-A-CAR INC,BBG001CXBJW2
EARH,EARTH DRAGON RESOURCES INC,BBG000DT28T0
CLTS,EARTH LIFE SCIENCES INC,BBG000FCWQJ3
ETST,EARTH SCIENCE TECH INC,BBG002GP6T11
ESSE,EARTH SEARCH SCIENCES INC,BBG000CMKXL9
EFTI,EARTHFIRST TECHNOLOGIES INC,BBG000DYCVQ0
ELNK,EARTHLINK HOLDINGS CORP,BBG000LLVBL7
EPCUF,EARTHPORT PLC,BBG000FT5B63
ETHS,EARTHSHINE INTERNATIONAL LTD,BBG000DQYJN3
ESTE,EARTHSTONE ENERGY INC,BBG000BDS5Z8
EWKS,EARTHWORKS ENTERTAINMENT INC,BBG000GP01X7
EAATF,EARTHWORKS INDUSTRIES INC,BBG000C4LH88
EFRMF,EAST AFRICA METALS INC,BBG007267YR7
EAIAF,EAST ASIA MINERALS CORP,BBG000H6DWX6
EEXPF,EAST CAPITAL EXPLORER AB,BBG005FF7TT6
ECDC,EAST COAST DIVERSIFIED CORP,BBG000CH6B43
747174Z,EAST INDIA CO ACQUISITION CO,BBG000PH7C19
EJPRF,EAST JAPAN RAILWAY CO,BBG000BX11W5
EMHI,EAST MORGAN HOLDINGS INC,BBG000LQJDC6
ESDF,EAST SIDE FINANCIAL,BBG000BQH5H1
